hole_number,depth_from,depth_to,CLV
UJDBR0171,188.2,194.45,XTF
UJDBR0170,0,1.85,CG
UJDBR0170,1.85,11.65,LT
UJDBR0170,11.65,20.2,CG
UJDBR0170,29.75,56.15,IF
UJDBR0170,56.15,97.5,IF
UJDBR0170,97.5,119.55,IF
UJDBR0170,119.55,125.75,IF
UJDBR0170,125.75,131.3,XTF
UJDBR0170,131.3,147.4,IF
UJDBR0170,147.4,156.1,IF
UJDBR0170,156.1,166.55,INF
UJDBR0170,166.55,183.2,IF
UJDBR0170,183.2,196.85,XTF
UJDBR0170,196.85,212.75,IMNF
UJDBR0170,212.75,220.7,IF
UJDBR0168,0,6.5,IF
UJDBR0168,6.5,17,IF
UJDBR0168,17,23.65,IF
UJDBR0168,23.65,35.2,IS
UJDBR0168,35.2,44.75,IF
UJDBR0168,44.75,50.3,INF
UJDBR0168,50.3,52.65,VQF
UJDBR0168,52.65,62.05,IF
UJDBR0168,62.05,66.05,IS
UJDBR0168,66.05,74.45,IF
UJDBR0168,74.45,82.8,XTF
UJDBR0168,82.8,88.05,XTC
UJDBR0168,88.05,101.75,QZC
UJDBR0167,0,177.15,DT
UJDBR0167,177.15,188.85,IF
UJDBR0167,188.85,193.25,IS
UJDBR0167,193.25,199.75,IC
UJDBR0167,199.75,212.9,IS
UJDBR0167,212.9,215.9,XTF
UJDBR0167,215.9,229,IF
UJDBR0166,0,3.4,CG
UJDBR0166,3.4,15.8,IF
UJDBR0166,15.8,67.65,IF
UJDBR0166,67.65,93.15,IF
UJDBR0166,93.15,128.5,IANF
UJDBR0166,128.5,138,IF
UJDBR0166,138,150.6,XTF
UJDBR0166,150.6,160.9,IF
UJDBR0166,160.9,183.05,XTF
UJDBR0165,0,2.4,AT
UJDBR0165,2.4,19.1,LT
UJDBR0165,19.1,45.3,HF
UJDBR0165,45.3,58.45,IANF
UJDBR0165,58.45,82,IF
UJDBR0164,0,12.35,LT
UJDBR0164,12.35,33.95,IF
UJDBR0164,33.95,49,IANF
UJDBR0164,49,61.55,IF
UJDBR0164,61.55,75.1,XTF
UJDBR0163,0,0.9,AT
UJDBR0163,0.9,14.35,LT
UJDBR0163,14.35,23.65,IF
UJDBR0163,23.65,25.2,XTF
UJDBR0163,25.2,66.05,IF
UJDBR0163,66.05,74.9,XTF
UJDBR0162,0,30.05,LT
UJDBR0162,46.05,51.1,INF
UJDBR0162,51.1,67.75,IF
UJDBR0162,67.75,139.05,IF
UJDBR0162,139.05,155.2,XTF
UJDBR0161,0,3.1,AT
UJDBR0161,3.1,32.7,LT
UJDBR0161,32.7,47.85,CG
UJDBR0161,47.85,90.75,IF
UJDBR0160,0,24.55,LT
UJDBR0160,24.55,43.95,CG
UJDBR0160,43.95,66.7,IF
UJDBR0160,66.7,108.15,IF
UJDBR0160,108.15,118.15,HF
UJDBR0160,118.15,138,IF
UJDBR0160,138,151.15,IF
UJDBR0160,151.15,167.6,INF
UJDBR0160,167.6,183.8,IF
UJDBR0159,0,1.6,AT
UJDBR0159,1.6,24,LT
UJDBR0159,24,34.35,CG
UJDBR0159,34.35,58.4,IF
UJDBR0159,58.4,91.25,IF
UJDBR0158,0,1.55,AT
UJDBR0158,1.55,9.5,LT
UJDBR0158,9.5,11.4,SR
UJDBR0158,11.4,14.2,LT
UJDBR0158,14.2,29.85,CG
UJDBR0158,29.85,53.05,HF
UJDBR0158,53.05,60.25,HF
UJDBR0158,60.25,89.25,IF
UJDBR0158,89.25,106.9,IF
UJDBR0157,0,11.05,LT
UJDBR0157,11.05,16.05,CG
UJDBR0157,16.05,22.45,HF
UJDBR0157,22.45,29.7,IF
UJDBR0157,29.7,43.6,IF
UJDBR0157,43.6,66.9,IF
UJDBR0157,66.9,77.65,IF
UJDBR0157,77.65,94.45,IF
UJDBR0157,94.45,114.8,IF
UJDBR0157,114.8,159.05,IF
UJDBR0157,159.05,182.55,IF
UJDBR0157,182.55,190.25,XTF
UJDBR0157,190.25,197.55,XTS
UJDBR0157,197.55,199.4,IF
UJDBR0154,0,28.55,LT
UJDBR0154,28.55,33.2,CG
UJDBR0154,33.2,37.7,LT
UJDBR0154,37.7,50.25,LT
UJDBR0154,50.25,60.1,HS
UJDBR0154,60.1,68.3,IF
UJDBR0154,68.3,80.45,IF
UJDBR0154,80.45,84.6,XTF
UJDBR0154,84.6,103.15,IANF
UJDBR0154,103.15,104.7,XTF
UJDBR0154,104.7,122.4,IANF
UJDBR0154,122.4,130.15,IFR
UJDBR0154,130.15,137.55,IF
UJDBR0154,151.45,159.35,IF
UJDBR0154,159.35,170,IFR
UJDBR0154,170,181.05,IF
UJDBR0154,181.05,195.15,XTF
UJDBR0154,200.65,205.7,IS
UJDBR0154,205.7,218.1,XTF
UJDBR0154,218.1,233.5,QZF
UJDBR0152,0,10.35,LT
UJDBR0152,10.35,19.8,CG
UJDBR0152,19.8,32.3,IF
UJDBR0152,32.3,35.75,INF
UJDBR0152,35.75,73.8,IF
UJDBR0152,73.8,115.2,IF
UJDBR0152,115.2,143.4,IF
UJDBR0152,143.4,176.1,INF
UJDBR0152,176.1,185.1,IF
UJDBR0152,185.1,188.55,INF
UJDBR0152,188.55,210.1,IF
UJDBR0152,210.1,219.25,INF
UJDBR0152,219.25,227.2,IF
UJDBR0152,227.2,240.05,INF
UJDBR0152,240.05,254.35,HF
UJDBR0152,254.35,268.45,IS
UJDBR0152,268.45,275.15,IF
UJDBR0152,275.15,279.4,IF
UJDBR0152,279.4,280.9,SR
UJDBR0152,280.9,290.05,IF
UJDBR0152,290.05,303.75,IS
UJDBR0151,0,6.9,CG
UJDBR0151,6.9,21.8,IF
UJDBR0151,21.8,31.1,IF
UJDBR0151,46.2,70.5,IF
UJDBR0151,78,85.45,IF
UJDBR0151,85.45,103.55,XTF
UJDBR0151,103.55,109.9,QZF
UJDBR0151,109.9,121.5,XTF
UJDBR0151,121.5,135,IF
UJDBR0151,135,137.9,QZF
UJDBR0151,137.9,144.25,IF
UJDBR0148,0,12.8,CG
UJDBR0148,12.8,22.95,HF
UJDBR0148,22.95,34.7,IF
UJDBR0148,34.7,44.9,IF
UJDBR0148,44.9,51.75,HF
UJDBR0148,51.75,58.3,IF
UJDBR0148,58.3,66.1,IF
UJDBR0148,66.1,76.1,IF
UJDBR0148,76.1,96.85,IF
UJDBR0148,96.85,108.25,IS
UJDBR0148,108.25,136.9,IS
UJDBR0148,136.9,149.65,IC
UJDBR0148,149.65,153.6,XTF
UJDBR0148,153.6,158.9,ANF
UJDBR0148,158.9,170.5,TXF
UJDBR0148,170.5,172,SR
UJDBR0148,172,189.6,XTF
UJDBR0148,189.6,201.65,QZC
UJDBR0147,0,4.7,HS
UJDBR0147,4.7,37,IF
UJDBR0147,37,38.85,VQF
UJDBR0147,38.85,59.05,IF
UJDBR0147,59.05,59.95,INF
UJDBR0147,59.95,65.95,IF
UJDBR0147,65.95,75.25,IF
UJDBR0147,75.25,81.35,IF
UJDBR0147,81.35,87.2,IF
UJDBR0147,87.2,93.35,IANF
UJDBR0147,93.35,178,IC
UJDBR0147,178,191.55,XTF
UJDBR0147,191.55,211.05,QZC
UJDBR0146,0,0.2,AT
UJDBR0146,0.2,1.2,INF
UJDBR0146,1.2,17.2,IF
UJDBR0146,17.2,19.2,SR
UJDBR0146,19.2,20.8,IF
UJDBR0146,20.8,23.2,QZS
UJDBR0146,23.2,35.7,IF
UJDBR0146,35.7,48.1,IF
UJDBR0146,48.1,70.65,IF
UJDBR0146,94.65,106.7,IANF
UJDBR0146,106.7,145,IF
UJDBR0146,145,152.65,IF
UJDBR0146,152.65,166.9,XTF
UJDBR0146,166.9,203.95,IF
UJDBR0145,0,8.05,CG
UJDBR0145,8.05,13.15,IF
UJDBR0145,13.15,23.95,IF
UJDBR0145,23.95,30.5,IF
UJDBR0145,30.5,49.85,IF
UJDBR0145,49.85,67.5,IF
UJDBR0145,67.5,70.4,IMNF
UJDBR0145,70.4,76.45,IF
UJDBR0145,76.45,90.65,IMNF
UJDBR0145,90.65,114.35,IANF
UJDBR0145,114.35,118.15,INF
UJDBR0145,118.15,123.3,IANF
UJDBR0145,123.3,132.8,ICTF
UJDBR0145,132.8,189.5,XTF
UJDBR0145,189.5,194.15,XTS
UJDBR0145,194.15,215.05,QZC
UJDBR0144,0,0.8,LT
UJDBR0144,0.8,13.1,XTF
UJDBR0144,13.1,35.2,IF
UJDBR0144,35.2,52.9,IF
UJDBR0144,52.9,62.85,IF
UJDBR0144,62.85,68.05,IF
UJDBR0144,68.05,75.5,IF
UJDBR0144,75.5,87.65,IF
UJDBR0144,87.65,100.2,IF
UJDBR0144,100.2,112.3,XTF
UJDBR0144,112.3,124.2,XTS
UJDBR0144,124.2,133.1,XTS
UJDBR0142,0,2.2,CG
UJDBR0142,2.2,17.7,XTF
UJDBR0142,17.7,44.75,IF
UJDBR0142,44.75,53.85,IF
UJDBR0142,53.85,95.1,IF
UJDBR0142,95.1,116,IF
UJDBR0142,116,137.9,XTF
UJDBR0142,137.9,161.4,XTS
UJDBR0141,0,11.15,LT
UJDBR0141,11.15,27.75,XTF
UJDBR0141,27.75,33.7,IF
UJDBR0141,33.7,69.25,IF
UJDBR0141,69.25,78.45,IF
UJDBR0141,78.45,105.3,IF
UJDBR0141,105.3,113.9,IANF
UJDBR0141,148.85,153.5,XTC
UJDBR0141,153.5,180.8,QZC
UJDBR0140,0,15.05,CG
UJDBR0140,15.05,31.45,IF
UJDBR0140,31.45,64.85,IF
UJDBR0140,64.85,77.4,INF
UJDBR0140,77.4,83.7,IF
UJDBR0140,83.7,104.6,XTF
UJDBR0140,104.6,142.55,QZF
UJDBR0140,142.55,149.9,QZS
UJDBR0139,0,2.1,AT
UJDBR0139,2.1,15.35,IF
UJDBR0139,15.35,23.6,IS
UJDBR0139,23.6,33.65,IS
UJDBR0139,33.65,41.15,IANF
UJDBR0139,41.15,55.7,IS
UJDBR0139,55.7,63.8,IF
UJDBR0139,63.8,69.25,IS
UJDBR0139,69.25,75.55,IANF
UJDBR0139,75.55,87.5,XTF
UJDBR0139,87.5,90.75,CXC
UJDBR0139,90.75,100.8,QZS
UJDBR0139,100.8,118,QZC
UJDBR0138,0,5.1,IF
UJDBR0138,5.1,27.2,IF
UJDBR0138,27.2,31.9,IF
UJDBR0138,31.9,48.25,IF
UJDBR0138,48.25,63.5,IF
UJDBR0138,63.5,75.75,IANF
UJDBR0138,75.75,97.6,XTF
UJDBR0138,97.6,119.3,XTS
UJDBR0133,0,54.85,IF
UJDBR0133,54.85,74.1,IF
UJDBR0133,88.85,95.45,XTF
UJDBR0133,118.35,123.85,IF
UJDBR0133,123.85,137.25,IC
UJDBR0133,137.25,158.85,IF
UJDBR0133,158.85,172.95,ICTF
UJDBR0133,172.95,188.4,XTF
UJDBR0133,188.4,211.6,IF
UJDBR0133,211.6,222.5,IANF
UJDBR0133,250.45,267.05,IS
UJDBR0133,267.05,273.35,TXF
UJDBR0133,273.35,286.45,TXC
UJDBR0133,286.45,304.5,QZC
UJDBR0132,0,3.45,LT
UJDBR0132,3.45,38.3,XTF
UJDBR0132,103.4,108,XTF
UJDBR0132,108,116,IF
UJDBR0132,116,138.9,IF
UJDBR0132,138.9,182.35,IS
UJDBR0132,182.35,197.5,IF
UJDBR0132,197.5,203.6,XTF
UJDBR0132,203.6,219.55,XTS
UJDBR0131,0,24.85,LT
UJDBR0131,24.85,30.5,CG
UJDBR0131,30.5,35.9,IF
UJDBR0131,35.9,46.3,IANF
UJDBR0131,46.3,58.45,IF
UJDBR0131,58.45,64,IF
UJDBR0131,64,73.05,IF
UJDBR0131,73.05,101.15,IF
UJDBR0131,101.15,113.45,IF
UJDBR0131,113.45,115.45,SR
UJDBR0131,115.45,125.25,IF
UJDBR0130,0,8.4,AT
UJDBR0130,8.4,13.7,CG
UJDBR0130,13.7,19,HF
UJDBR0130,19,23.5,IF
UJDBR0130,23.5,25.1,SR
UJDBR0130,25.1,32.05,IF
UJDBR0130,32.05,39.9,IF
UJDBR0130,39.9,61.3,IF
UJDBR0130,61.3,68.5,XTF
UJDBR0130,68.5,83.7,INF
UJDBR0130,83.7,89.1,ICTF
UJDBR0130,89.1,103.1,IF
UJDBR0130,103.1,108.6,IF
UJDBR0130,108.6,132.9,IF
UJDBR0130,132.9,147.55,IANF
UJDBR0130,147.55,190.4,IF
UJDBR0130,190.4,214.7,XTC
UJDBR0129,0,3.05,LT
UJDBR0129,3.05,11.35,CG
UJDBR0129,11.35,17.95,INF
UJDBR0129,17.95,46,IF
UJDBR0129,46,54,IS
UJDBR0129,54,59.6,HF
UJDBR0129,59.6,66.2,IF
UJDBR0129,66.2,110.7,IF
UJDBR0129,110.7,157.6,IC
UJDBR0129,157.6,167.15,IF
UJDBR0129,167.15,176.3,IS
UJDBR0129,176.3,200.6,IF
UJDBR0129,200.6,207.8,IF
UJDBR0129,207.8,225.7,IF
UJDBR0129,225.7,229.65,XTF
UJDBR0129,229.65,260.85,QZC
UJDBR0128,0,1.7,SO
UJDBR0128,1.7,10.9,CG
UJDBR0128,10.9,25.15,HS
UJDBR0128,25.15,42.2,IF
UJDBR0128,42.2,79.55,IF
UJDBR0128,79.55,81.6,XTF
UJDBR0128,81.6,93.65,IF
UJDBR0128,93.65,98.45,IS
UJDBR0128,98.45,110.85,IF
UJDBR0128,110.85,120.75,IC
UJDBR0128,120.75,207.55,IF
UJDBR0128,207.55,226.15,XTF
UJDBR0128,265.45,278.35,IF
UJDBR0128,278.35,288.3,XTF
UJDBR0128,288.3,294.6,IF
UJDBR0128,294.6,298.7,IF
UJDBR0128,298.7,314.65,IC
UJDBR0128,314.65,323.55,IANF
UJDBR0127,0,8.1,CG
UJDBR0127,8.1,14,CG
UJDBR0127,14,23.05,IF
UJDBR0127,23.05,30,IF
UJDBR0127,30,36.2,IF
UJDBR0127,36.2,64.7,IF
UJDBR0127,64.7,74.85,IF
UJDBR0127,74.85,85.6,IF
UJDBR0127,85.6,93,IF
UJDBR0127,93,119.2,IS
UJDBR0127,119.2,157,QZF
UJDBR0127,157,191.05,QZS
UJDBR0126,0,3.6,CG
UJDBR0126,3.6,10.7,INF
UJDBR0126,10.7,13.95,CG
UJDBR0126,13.95,43.9,IF
UJDBR0126,43.9,45.4,SR
UJDBR0126,45.4,47.4,IF
UJDBR0126,47.4,49.4,SR
UJDBR0126,49.4,98.05,IF
UJDBR0126,98.05,99.55,SR
UJDBR0126,99.55,101.5,IF
UJDBR0126,101.5,123.2,XTF
UJDBR0126,123.2,143,IF
UJDBR0126,143,155.5,IF
UJDBR0126,155.5,160.8,IF
UJDBR0126,160.8,177.15,IF
UJDBR0126,177.15,193.15,IF
UJDBR0126,193.15,199.95,IF
UJDBR0126,199.95,217.4,IF
UJDBR0126,217.4,225.7,IF
UJDBR0126,225.7,243.2,XTF
UJDBR0126,243.2,249.7,IF
UJDBR0126,249.7,276.45,XTS
UJDBR0125,0,1.05,AT
UJDBR0125,1.05,23.95,LT
UJDBR0125,23.95,33.3,CG
UJDBR0125,33.3,38.1,IF
UJDBR0125,38.1,70.75,IF
UJDBR0125,70.75,92.7,IF
UJDBR0125,92.7,113.4,IF
UJDBR0125,113.4,126,IF
UJDBR0125,126,153.1,IF
UJDBR0125,153.1,161.55,IF
UJDBR0125,161.55,170.65,IF
UJDBR0125,170.65,179.25,INF
UJDBR0121,0,16.9,CG
UJDBR0121,16.9,36.1,IF
UJDBR0121,36.1,43.1,INF
UJDBR0121,43.1,59.75,IS
UJDBR0121,59.75,84.6,IF
UJDBR0121,84.6,93,XTF
UJDBR0121,93,116.7,IF
UJDBR0121,116.7,119.25,XTF
UJDBR0121,119.25,135.45,IF
UJDBR0121,135.45,168.8,IF
UJDBR0121,168.8,187.15,IF
UJDBR0121,187.15,206.05,IF
UJDBR0121,206.05,235.75,XTF
UJDBR0121,235.75,239.85,QZS
UJDBR0120,0,0.6,AT
UJDBR0120,0.6,6.6,CG
UJDBR0120,6.6,12.9,IF
UJDBR0120,12.9,24.7,IF
UJDBR0120,24.7,50,IF
UJDBR0120,50,55.6,IF
UJDBR0120,55.6,57.6,SR
UJDBR0120,57.6,99.7,IF
UJDBR0120,99.7,115,XTF
UJDBR0120,115,126.3,IF
UJDBR0120,126.3,149.25,IF
UJDBR0120,149.25,155.3,XTF
UJDBR0120,155.3,177.15,IF
UJDBR0119,0,10.3,CG
UJDBR0119,10.3,16.3,IF
UJDBR0119,16.3,27.85,IF
UJDBR0119,27.85,44.6,IF
UJDBR0119,44.6,53.25,IF
UJDBR0119,53.25,68.3,IF
UJDBR0119,68.3,124.45,IF
UJDBR0119,124.45,137.9,IF
UJDBR0119,137.9,196,IF
UJDBR0119,196,233.75,IF
UJDBR0119,233.75,245.7,IF
UJDBR0119,245.7,254.6,IF
UJDBR0119,254.6,265.2,IMNF
UJDBR0119,282.8,287.5,XTF
UJDBR0119,287.5,403.4,IS
UJDBR0118,0,14.5,IF
UJDBR0118,14.5,50.35,IF
UJDBR0118,50.35,83.6,IF
UJDBR0118,83.6,127.85,IF
UJDBR0118,127.85,143.35,IF
UJDBR0118,143.35,146.95,XTF
UJDBR0118,146.95,171,IF
UJDBR0118,171,197.6,IF
UJDBR0118,197.6,234.35,IS
UJDBR0118,234.35,263.25,IF
UJDBR0118,263.25,270.05,IS
UJDBR0118,270.05,284.85,IF
UJDBR0118,284.85,293.05,IF
UJDBR0118,293.05,340.9,IF
UJDBR0118,340.9,351.2,IF
UJDBR0118,351.2,361.5,IMNF
UJDBR0118,361.5,367.85,XTF
UJDBR0118,367.85,373.7,IF
UJDBR0118,373.7,375.2,SR
UJDBR0118,375.2,378.5,XTS
UJDBR0118,378.5,388.25,IS
UJDBR0116,0,14.9,IF
UJDBR0116,14.9,16.5,SR
UJDBR0116,16.5,27.25,IF
UJDBR0116,27.25,31.05,XTF
UJDBR0116,31.05,94.15,IS
UJDBR0116,94.15,96.15,SR
UJDBR0116,96.15,118.7,IF
UJDBR0116,118.7,134.1,HF
UJDBR0116,134.1,164.75,IF
UJDBR0116,164.75,190.25,IF
UJDBR0116,190.25,232.1,IF
UJDBR0116,232.1,239.25,IF
UJDBR0116,239.25,244.45,IF
UJDBR0116,244.45,266.5,HF
UJDBR0116,266.5,324.65,IS
UJDBR0116,324.65,330.7,IF
UJDBR0116,330.7,335.75,XTF
UJDBR0116,335.75,352.1,IS
UJDBR0115,0,1.2,LT
UJDBR0115,1.2,6.05,CG
UJDBR0115,6.05,47.8,IF
UJDBR0115,47.8,78.1,IF
UJDBR0115,78.1,80.1,INF
UJDBR0115,80.1,96.4,IF
UJDBR0115,96.4,102.15,IF
UJDBR0115,102.15,114.2,INF
UJDBR0115,114.2,128.55,IMNF
UJDBR0115,128.55,131.55,INF
UJDBR0115,131.55,136.95,IF
UJDBR0115,136.95,145.8,IF
UJDBR0115,145.8,162.85,IMNF
UJDBR0115,162.85,172.85,IF
UJDBR0115,172.85,184.85,IANF
UJDBR0114,0,4.3,CG
UJDBR0114,4.3,17.95,IF
UJDBR0114,17.95,22.7,INF
UJDBR0114,22.7,42.2,IF
UJDBR0114,42.2,52.45,IF
UJDBR0114,52.45,84.35,IF
UJDBR0114,84.35,99.65,IS
UJDBR0114,99.65,116.55,IF
UJDBR0114,116.55,125.4,IF
UJDBR0114,125.4,147.35,IF
UJDBR0114,147.35,156.1,XTF
UJDBR0114,156.1,169.35,QZS
UJDBR0112,0,30.3,SO
UJDBR0112,30.3,37.5,CG
UJDBR0112,37.5,47.8,IF
UJDBR0112,47.8,116.35,XTF
UJDBR0112,116.35,117.85,SR
UJDBR0112,117.85,131.2,XTF
UJDBR0112,131.2,141.5,IF
UJDBR0112,141.5,143.35,XTF
UJDBR0112,143.35,152.1,IF
UJDBR0112,152.1,154.95,XTF
UJDBR0112,154.95,209.15,IF
UJDBR0112,233.95,236.95,XTF
UJDBR0112,236.95,272.2,IF
UJDBR0112,272.2,278.3,FLF
UJDBR0112,278.3,285.3,IF
UJDBR0111,0,28.5,LT
UJDBR0111,28.5,34.8,CG
UJDBR0111,34.8,53.2,HF
UJDBR0111,53.2,54.8,SR
UJDBR0111,54.8,63.85,HF
UJDBR0111,63.85,73.45,IF
UJDBR0111,73.45,83.65,IF
UJDBR0111,83.65,105.5,INF
UJDBR0111,105.5,122.35,IF
UJDBR0111,122.35,139.35,IF
UJDBR0111,139.35,143.65,XTF
UJDBR0111,143.65,152,IF
UJDBR0111,152,165.85,IF
UJDBR0111,165.85,183.95,IF
UJDBR0111,206.8,216.35,IF
UJDBR0111,216.35,229.2,IC
UJDBR0111,229.2,241.9,IF
UJDBR0111,241.9,276,IF
UJDBR0110,0,26.15,LT
UJDBR0110,26.15,32.65,CG
UJDBR0110,32.65,42.55,IF
UJDBR0110,42.55,54.4,INF
UJDBR0110,54.4,85.3,IF
UJDBR0110,85.3,94.85,INF
UJDBR0110,94.85,104.35,IF
UJDBR0110,104.35,122.65,IF
UJDBR0110,122.65,125.25,INF
UJDBR0110,125.25,138.1,IF
UJDBR0110,138.1,145.7,IS
UJDBR0110,145.7,164.4,IF
UJDBR0110,164.4,177.65,IS
UJDBR0110,177.65,184.95,IF
UJDBR0110,184.95,208.1,IF
UJDBR0109,0,1.5,SO
UJDBR0109,1.5,29.2,LT
UJDBR0109,29.2,46.3,CG
UJDBR0109,46.3,79.45,IF
UJDBR0109,79.45,87.55,IF
UJDBR0109,87.55,113.45,IF
UJDBR0109,113.45,119.85,INF
UJDBR0109,119.85,132.35,IF
UJDBR0109,132.35,146.7,IF
UJDBR0109,146.7,151.25,TXF
UJDBR0109,151.25,157.25,IF
UJDBR0109,157.25,165.9,XTF
UJDBR0109,165.9,175.25,IF
UJDBR0109,175.25,180.35,IS
UJDBR0109,180.35,201,IF
UJDBR0109,201,212.25,IF
UJDBR0109,212.25,224.65,IC
UJDBR0109,224.65,244.95,IF
UJDBR0109,244.95,280.25,IF
UJDBR0109,280.25,294.7,IF
UJDBR0109,294.7,300.15,IF
UJDBR0109,300.15,311.55,TXF
UJDBR0109,311.55,323.9,XTC
UJDBR0108,0,8.4,CG
UJDBR0108,8.4,13.55,XTF
UJDBR0108,13.55,30.6,IF
UJDBR0108,30.6,60.4,IF
UJDBR0108,60.4,85.75,IF
UJDBR0108,85.75,91.3,XTF
UJDBR0108,91.3,114.35,IF
UJDBR0108,114.35,134.15,IF
UJDBR0108,159,183.3,IF
UJDBR0108,183.3,219.6,IF
UJDBR0108,219.6,225.7,XTF
UJDBR0108,225.7,230.7,IF
UJDBR0108,230.7,254.15,XTF
UJDBR0107,0,9.4,CG
UJDBR0107,9.4,24.15,IF
UJDBR0107,24.15,36.9,HF
UJDBR0107,36.9,38.9,SR
UJDBR0107,38.9,50.4,IF
UJDBR0107,50.4,79.05,IF
UJDBR0107,79.05,98.75,IF
UJDBR0107,98.75,126.15,IF
UJDBR0107,126.15,144.95,IF
UJDBR0107,144.95,153.85,IF
UJDBR0107,153.85,162.9,IF
UJDBR0107,162.9,176.7,ANF
UJDBR0107,176.7,198.35,IF
UJDBR0107,198.35,213.2,IANF
UJDBR0107,213.2,214.95,ANF
UJDBR0107,214.95,230.9,IF
UJDBR0107,230.9,241.75,IF
UJDBR0107,241.75,259.9,IMNF
UJDBR0091,0,13.6,LT
UJDBR0091,13.6,23.15,IF
UJDBR0091,23.15,69.85,IANF
UJDBR0091,69.85,78.1,IF
UJDBR0091,78.1,88.15,IF
UJDBR0091,88.15,96.85,IF
UJDBR0091,96.85,98.45,SR
UJDBR0091,98.45,99.45,IF
UJDBR0091,99.45,100.95,SR
UJDBR0091,100.95,109.8,IF
UJDBR0091,109.8,127.1,XTF
UJDBR0091,127.1,133.9,IF
UJDBR0091,133.9,153.45,XTF
UJDBR0091,153.45,186.3,IF
UJDBR0091,186.3,218.5,XTF
UJDBR0091,218.5,239.85,QZC
UJDBR0090,0,25.7,LT
UJDBR0090,25.7,31.5,CG
UJDBR0090,31.5,40.4,CG
UJDBR0090,40.4,47.9,HF
UJDBR0090,47.9,49.7,SR
UJDBR0090,49.7,51.2,INF
UJDBR0090,51.2,78.85,IF
UJDBR0090,78.85,101.2,IANF
UJDBR0090,101.2,110.25,IF
UJDBR0090,110.25,111.75,SR
UJDBR0090,111.75,127.5,IF
UJDBR0090,139.15,141.05,SR
UJDBR0090,141.05,151.8,IF
UJDBR0090,151.8,166.45,XTF
UJDBR0090,166.45,174.1,HCTF
UJDBR0090,174.1,207.4,QZF
UJDBR0088,0,6.1,CG
UJDBR0088,6.1,8.6,LT
UJDBR0088,8.6,20.35,IF
UJDBR0088,20.35,21.95,SR
UJDBR0088,21.95,30.9,IF
UJDBR0088,30.9,46.3,IF
UJDBR0088,46.3,47.8,SR
UJDBR0088,47.8,55.9,IF
UJDBR0088,55.9,61.2,IC
UJDBR0088,61.2,68.55,IF
UJDBR0088,68.55,75.2,IF
UJDBR0088,75.2,82.55,IF
UJDBR0088,82.55,90.7,IF
UJDBR0088,90.7,109.05,IF
UJDBR0088,109.05,114.1,XTF
UJDBR0088,114.1,128.15,QZF
UJDBR0087,0,3.35,CG
UJDBR0087,3.35,17.8,IF
UJDBR0087,17.8,44.85,IF
UJDBR0087,44.85,60.45,IF
UJDBR0087,60.45,67.85,IF
UJDBR0087,67.85,94.75,IF
UJDBR0087,94.75,106.3,IF
UJDBR0087,106.3,128,IS
UJDBR0087,128,135.55,ICTF
UJDBR0087,135.55,154.5,XTF
UJDBR0087,154.5,159.8,IC
UJDBR0087,159.8,167,ICTF
UJDBR0087,167,172.5,XTS
UJDBR0086,0,5.6,CG
UJDBR0086,5.6,10.9,IF
UJDBR0086,10.9,22.35,IF
UJDBR0086,22.35,46.85,IF
UJDBR0086,46.85,54.5,INS
UJDBR0086,54.5,59.65,IF
UJDBR0086,59.65,76.5,IF
UJDBR0086,76.5,86.95,IF
UJDBR0086,86.95,157.5,IS
UJDBR0086,157.5,171.7,XTF
UJDBR0086,171.7,191.4,XTF
UJDBR0085,0,12.4,CG
UJDBR0085,12.4,15.4,LT
UJDBR0085,15.4,23.8,INF
UJDBR0085,23.8,32.25,IF
UJDBR0085,32.25,44.8,IF
UJDBR0085,44.8,60.45,IF
UJDBR0085,60.45,62,SR
UJDBR0085,62,62.85,IF
UJDBR0085,62.85,64.65,SR
UJDBR0085,64.65,87.5,IF
UJDBR0085,87.5,94.7,IF
UJDBR0085,94.7,102.15,IF
UJDBR0085,102.15,111.7,IF
UJDBR0085,111.7,114.55,VQF
UJDBR0085,114.55,136.35,IF
UJDBR0085,136.35,149.9,XTF
UJDBR0085,149.9,161.95,IF
UJDBR0085,161.95,171.9,XTF
UJDBR0085,171.9,178,IF
UJDBR0085,178,184.05,QZS
UJDBR0085,184.05,192.15,XTF
UJDBR0085,192.15,196.85,XTC
UJDBR0085,196.85,218.3,XTF
UJDBR0084,0,3.1,CG
UJDBR0084,3.1,4.6,SR
UJDBR0084,4.6,5.4,CG
UJDBR0084,5.4,6.9,SR
UJDBR0084,6.9,11.45,CG
UJDBR0084,11.45,17.15,IF
UJDBR0084,17.15,52.8,IF
UJDBR0084,52.8,61.7,IF
UJDBR0084,61.7,69.55,IF
UJDBR0084,69.55,82.25,IF
UJDBR0084,82.25,142.8,IS
UJDBR0084,142.8,161,IS
UJDBR0084,161,186.9,IF
UJDBR0084,186.9,192.55,QZF
UJDBR0084,192.55,207.9,QZS
UJDBR0083,0,6.3,HF
UJDBR0083,36.15,73.55,IC
UJDBR0083,73.55,80.25,INC
UJDBR0083,80.25,86.3,IF
UJDBR0083,86.3,106.55,IF
UJDBR0083,106.55,113.8,IF
UJDBR0083,113.8,119.55,IS
UJDBR0083,119.55,127.55,IC
UJDBR0083,127.55,144.65,IF
UJDBR0083,144.65,150.85,IC
UJDBR0083,150.85,160.45,IF
